"X","Date","User","Tweet","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","sent.value","sent2.value","class"
16,"2019-05-22 20:40:56+00:00","SaumilBJYM",".@sanjaynirupam who's day it's going to be? Obviously it's going to be MODI DAY

#DeshKaGauravModi #ModiAaGaya #NarendraModi #DeshKaGauravModi #ModiAaGaya",0,0,0,0,0,0,0,0,0,0,0,0,"Neutral"
17,"2019-05-22 20:39:33+00:00","SaumilBJYM",".@narendramodi sir your day has started. 23rd May, MODI DAY

#NaMoForNewIndia #ApnaModiAayega #AmitShah #JeetegaToModiHi #DeshKaGauravModi #NarendraModi 
#ModiAaGaya",0,0,0,0,0,0,0,1,0,1,0.25,1,"Postive"
18,"2019-05-22 20:26:53+00:00","DrArifIkbal","Whom do you want as a PM?
#NarendraModi #RahulGandhi #BJP #Congress #ExitPoll2019 #Elections2019 #ElectionResults2019 #ElectionResults #ElectionResults2019counting #modi #Rahul",0,0,1,0,0,0,0,1,0,0,0,0,"Neutral"
19,"2019-05-22 20:02:57+00:00","orchieB","Never was a quitter. Welcome back #NarendraModi",0,0,0,0,0,0,0,0,0,0,-0.5,0,"Negative"
20,"2019-05-22 19:51:46+00:00","GureraShekhar","#ShekharGurera #Cartoon on May23,2019 
#BJP #PMModi #NarendraModi #RafaleDeal #CBI #CleanChit #Mulayam #AnilAmbani #Adani #LokSabhaElections2019 #Elections2019 #ExitPoll2019 #ExitPolls #May23 #CountingDay #ElectionResults2019 #LokSabhaElectionResults https://t.co/vdz5SUOBWk",0,0,0,0,0,0,0,0,0,0,0,0,"Neutral"
21,"2019-05-22 19:48:05+00:00","JayYog1","Rap song specially for PM @narendramodi sir made by  @KadiyaNirali 

#NarendraModi 
#thinkingofindia 
#newgeneration 
#newindia https://t.co/LOp2PFkfU7",0,0,0,0,0,0,0,1,0,1,0.25,1,"Postive"
22,"2019-05-22 19:27:20+00:00","ArchitPrakash","Day of result.....
This was my first vote so I am more excited than 
than any politician who is electing....
We will humbly accept whoever comes in rule...
Best of luck to every voter who voted in this election.
#ElectionResults2019 #2019Elections #NarendraModi #RahulGandhi",1,4,0,1,3,1,3,3,1,4,4.2,1,"Postive"
23,"2019-05-22 19:25:44+00:00","MeghaSPrasad","A little birdie tells me that Hasmukh Adhia came to pay a visit to the #PrimeMinister recently. Is he going to be the next top bureaucrat in the #PMO incase #NarendraModi comes back as the PM. @adhia03 @PMOIndia",1,2,2,1,1,1,0,2,2,3,0.05,1,"Postive"
24,"2019-05-22 19:17:18+00:00","Im_JEBIN","What will be the result today?
#UPA or #NDA ??
#RahulGandhi ji or #NarendraModi ji ?
#ElectionResults #ElectionResults2019 #Election2019Results #India #Election2019",0,1,0,0,0,0,0,0,0,0,0.25,1,"Postive"
25,"2019-05-22 19:13:03+00:00","Krititva0","23 MAY 2019. Big Day For #india. on This Day Every #Indians #PROUD For Choosing #NarendraModi  #bestofluck #india #Namo_Again #ElectionResults2019 #NamoAgain #BJP #YogiAdityanath #WestBengal #Delhi https://t.co/JAhC8dipMh",0,1,0,0,1,0,0,1,0,1,1,1,"Postive"
26,"2019-05-22 19:10:38+00:00","Im_JEBIN","Who will be the next PM of India?
#RahulGandhi ji or #NarendraModi ji ?
#ElectionResults #ElectionResults2019 #Election2019Results #India #Election2019",0,0,0,0,0,0,0,0,0,0,0.25,1,"Postive"
27,"2019-05-22 19:06:13+00:00","Tushar82762546","today’s elections results...
Will not be show the victory of any candidate,
It shows the victcory of indians.       Jai hind jai bharat🇮🇳
#2019Elections #ABPExitPoll2019 #NarendraModi 
#Namo_Again #AbkiBaarKiskiSarkar #BJP",0,1,0,0,1,0,0,2,0,2,1.25,1,"Postive"
28,"2019-05-22 19:05:56+00:00","metropeepent","TODAY RESULTS?
#ElectionResults2019 #NarendraModi
#BJPseDemocracyBachao #BJP #Congress",0,0,1,0,0,0,0,1,0,0,0.25,1,"Postive"
29,"2019-05-22 19:04:06+00:00","lokesh0058","Sleepless Night...!!!
#ElectionResults2019 #Verdict2019 #LokSabhaElections2019 #LokSabhaEelctions2019 #indiannationalcongress
#BJP #AayegaToModiHi #INC @BJP4India @INCIndia #RahulGandhi #NarendraModi #AmitShah #ECI #Exitpoll",0,0,0,1,0,0,0,0,0,0,-1,0,"Negative"
30,"2019-05-22 19:00:00+00:00","ZurichTimes","TIME puts PM #NarendraModi on cover, calls him divider in chief https://t.co/uwETUCowb0  #Modi #Tyler #Gandhi #IndianElections2019",0,2,0,0,0,0,0,2,1,0,0,0,"Neutral"
31,"2019-05-22 18:59:44+00:00","Abimanyu_71298","Comment Your Choice 🔃  ♥️
#LokSabhaElections2019 
#ElectionResults2019
#Results2019 
#Elections2019results
#NarendraModi
#RahulGandhi https://t.co/8PQVj9nUkD",0,0,0,0,0,0,0,0,0,1,0.65,1,"Postive"
32,"2019-05-22 18:58:02+00:00","BrochureLive","Last before the #ElectionResults2019 

Who's going to be our next #PrimeMinister ?

Like #RahulGandhi

ReTweet #NarendraModi 

#Namo_Again #NaMoForNewIndia #NaMo #UPA #BJP #Congress https://t.co/oqMv81oT5x",0,0,1,0,0,0,0,1,0,0,0.5,1,"Postive"
33,"2019-05-22 18:57:06+00:00","SuddhaVichar","Absolutely true. Tweet by this liberal is an excellent example of how rats and human both can coexist in Prime Ministership of #NarendraModi . Else we all knew how accompanying is our neighbouring country in last 5 years. https://t.co/Z1HVsR9KMX",0,0,0,0,1,0,0,2,1,4,2.65,1,"Postive"
34,"2019-05-22 18:49:30+00:00","abhishirore","(2/n) #NarendraModi ji is going to win, **sorry #BJP is going to win the election by unprecedented numbers.

Just Imagine, after the official results are out tomorrow same as that of the Exit Poles, and Modi ji addresses Nation like",0,2,0,0,0,0,1,2,0,2,0.5,1,"Postive"
35,"2019-05-22 18:49:09+00:00","SheThePeople","Narendra Modi Government And Women – What’s done, What lies ahead? https://t.co/5DAD3aEjjM #narendramodi #elections2019 #WomenAndTheVote",0,0,0,1,0,0,0,0,1,1,-0.7,0,"Negative"
36,"2019-05-22 18:47:07+00:00","rite2abhi0318","@RahulGandhi All the best RaGa for next 5 years. We expecting lot of work and entertainment from you. Please do your homework before presenting and questioning to #NarendraModi . Hope you have learn something from #Modi . 67 sal ka rayta  5 sal me clean thodi hoga? https://t.co/yexUEIne3N",0,3,0,1,3,0,2,3,0,4,4.6,1,"Postive"
37,"2019-05-22 18:46:52+00:00","riteshrajsharma","Future is waiting #NaMoAgain2019 #ModiAaRahaHai #NarendraModi #NaMoForNewIndia",0,0,0,0,0,0,0,0,0,0,0,0,"Neutral"
38,"2019-05-22 18:46:41+00:00","Prasad_m27","@narendramodi Hii sir, congratulations for 2019 🎉🎊 😍. I am so happy in my life. I did not not know what!! Was happy about MODI Again in 2019🙏🚩#narendramodi #ABPnews
#zeenews #celebrations #ApnaModiAayega #AmitShah @narendramodi @nitin_gadkari @arunjaitley @rajnathsingh",0,1,0,0,1,0,0,2,0,2,1.75,1,"Postive"
39,"2019-05-22 18:42:33+00:00","kazimtweets","Whosoever is voted to power tomorrow, our job as journalists will not change. We will continue to speak truth to power, whether the face of it is Mr #NarendraModi or somebody else.@quizzicalguy #Verdict2019 #LokSabhaElections2019",0,2,0,2,0,0,0,2,0,3,1.4,1,"Postive"
40,"2019-05-22 18:39:40+00:00","Ferraodesigns","How is it A THING if a leader of a political party..expressess a wish to be PM? isn't that the ultimate aim of anyone at the helm of a party?? #Mayawati #MamataBanerjee #RahulGandhi #NarendraModi",0,1,0,0,0,1,0,1,0,1,1.05,1,"Postive"
41,"2019-05-22 18:34:10+00:00","radharadhe","@narendramodi ji ...May the lotus bloom for the prosperity of this country under your esteemed leadership. God bless #NarendraModi AGAIN as #PrimeMinister of #India https://t.co/8PoPV286v6",0,3,0,1,3,0,0,3,0,4,2.3,1,"Postive"
42,"2019-05-22 18:33:16+00:00","sanketh_s","@narendramodi 
To the most loved leader of this country.
Dear Modiji,
All the best. We are with you.

#AajFirModiSarkar

#BJP #NarendraModi #ElectionResults2019 #RepublicBharat #republictv",0,0,0,0,0,0,0,1,0,2,1.75,1,"Postive"
43,"2019-05-22 18:29:24+00:00","chauhanpreeti72","Next Prime Minister of India:

Like: Narendra Modi
Retweet: Rahul Gandhi

#Electionresult2019 
#NarendraModi 
#RahulGandhi",0,0,0,0,0,0,0,0,0,1,0.6,1,"Postive"
44,"2019-05-22 18:28:58+00:00","TheVadodara","#Tpov_ : What change you expect from @narendramodi if BJP comes into power again?

#LokSabhElections2019 #NarendraModi #Vadodara https://t.co/6wrCqWcm3s",0,1,0,1,0,0,1,1,0,1,0.4,1,"Postive"
45,"2019-05-22 18:28:04+00:00","authorshanu","Congratulations Shri #NarendraModi for winning the prime ministerial election again.  #exitpollresults #ElectionResults2019 #AyegaTohModiHi https://t.co/vfb7D5RXBf",0,1,1,0,1,1,1,1,0,2,1.6,1,"Postive"
46,"2019-05-22 18:26:44+00:00","pks_king","#Mascular #SuperPower #NewIndia will come in a new avataar in a few hours from now !
The world will not sleep tonite ! 
Modi 2.0 will redefine our people’s power as supreme 🙏
#NarendraModi #ModiAaRahaHai #LokSabhaElectionResults #Results2019",0,0,0,0,0,0,0,0,0,1,1.55,1,"Postive"
47,"2019-05-22 18:22:48+00:00","kartikkhera4","One Last Final poll Whom You Want As PM of our Country? 

Like - Rahul Gandhi 
RT - Narendra Modi 

#AskPradip 
#Election2019Results 
#NarendraModi 
#rahulgandhi https://t.co/bQCehQN6e6",0,0,0,0,0,0,0,1,0,0,0.75,1,"Postive"
48,"2019-05-22 18:22:46+00:00","KumarReddyCH","Lotus will Rise and Shine again ! 

#LokSabhaElections2019 
#OppositionVsIndia 
#May23WithTimesNow 
#AcceptTheVerdict 
#Namo_Again 
#LokSabhaElectionResults 
#ModiAaRahaHai 
#Namo_Again 
#NarendraModi 
#NaMoAgain2019 https://t.co/68aRTCelvo",0,0,0,0,0,0,0,0,0,1,0.5,1,"Postive"
49,"2019-05-22 18:20:00+00:00","TeluguHindu","@Sanjay_Dixit My gut feeling is Your friend will lose both seats
😁

Coz
""Amateur"" EVMs were Supplied to ""Amethi"" 
Where as 
""Waynad"" EVMs Will turn Out to be ""Wayward"" EVMs
😉😂

#AyegaToModiHi
#EnglishRetorts
#NarendraModi Jindabad
#HaraHaraModi
#BoycottHDFC",2,1,3,2,2,2,2,2,2,2,0,0,"Neutral"
50,"2019-05-22 18:16:26+00:00","POLLSOCIAL","Who will be next PM of india??

#NarendraModi #AyegaToModiHi #ModiAaRahaHai
#accepttheverdict 
#RahulGandhi #Congress #ElectionResults2019 #EleccionesParlamentDM

#NDA 
#UPA",0,0,1,0,0,0,0,1,0,0,0,0,"Neutral"
51,"2019-05-22 18:15:58+00:00","KapilDhir4","#NarendraModi 
Pranam sir, accept my congrats in advance for the huge victory that coming your way tomorrow. Sir keep your swearing ceremony a low affair with least possible expenditure. And allocate cabinet portfolios to deserving candidates only.
Jai mata di",0,4,0,1,3,0,2,3,1,5,3.9,1,"Postive"
52,"2019-05-22 18:11:30+00:00","abhiitsnow","How many seats #NDA will win tomorrow ?

#ElectionResults2019 #elections2019 #ElectionsWithTimes #Electionswithndtv #ElectionsWithNews18 #NDA #UPA #BJP #Congress #NarendraModi #RahulGandhi #MahaGathbandhan",0,1,1,0,0,0,0,1,0,0,0.5,1,"Postive"
53,"2019-05-22 18:07:02+00:00","imKangkanSarma","Who Will Win Tomorrow?

RT 🔃 For #RahulGandhi

Like ❤️ For #NarendraModi.

#CountingDay #ElectionResults2019 #LokSabhaElections2019 https://t.co/CnY9MRyqzT",0,1,0,0,0,0,0,0,0,0,1,1,"Postive"
54,"2019-05-22 18:05:44+00:00","Yogendragour12","#Namo_Again #NarendraModi 
Namo again in India😍,
every one say that once more once more,
proud moment for every ""INDIAN"",
Every Indian want CHAI and CHAIWALA https://t.co/FtakuLFB4v",0,1,0,0,1,0,0,1,0,1,0.75,1,"Postive"
55,"2019-05-22 18:04:22+00:00","viramit","Rahul Gandhi will resign from congress President post. #Elections2019 #ElectionResults2019 #2019Elections #narendramodi #rahulgandhi #india 

Who is the right person to lead congress? #savecongress #congress #BJP #GanndhiBhagaoCongressBachao",1,0,2,1,0,1,0,2,1,2,0.55,1,"Postive"
56,"2019-05-22 18:04:10+00:00","abhiitsnow","Who is willing tomorrow #NarendraModi, #RahulGandhi
Or #MahaGathbandhan ?

#ElectionResults2019 #elections2019 #ElectionsWithTimes #Electionswithndtv #ElectionsWithNews18 #NDA #UPA #BJP #Congress",0,1,1,0,0,0,0,1,0,0,0.8,1,"Postive"
57,"2019-05-22 18:00:20+00:00","pradpant","Everyone is Doing their Exit Polls .Let do a Twitter Exit Poll. Choose Wisely :). #ElectionResults2019 #ArnabOnMay23 #ElectionAlert #Elections2019 #ExitPoll2019 #ExitPolls #BREAKING  #NarendraModi #RahulGandhi #India #OpIndia #Trending #BJP #NDA #UPA #Electionsresults2019",0,0,0,0,0,0,0,1,0,0,0.3,1,"Postive"
58,"2019-05-22 17:58:13+00:00","SarkarSumit300","#NarendraModi advance congratulations 🎊",0,1,0,1,1,0,1,0,0,1,1.55,1,"Postive"
59,"2019-05-22 17:47:21+00:00","ManjushaBhamare","What do you think, ""Ab ki baar 300 par"" ? 
#NarendraModi #PMNarendraModi #RahulGandhi",0,0,0,0,0,0,0,0,0,0,0,0,"Neutral"
60,"2019-05-22 17:42:13+00:00","poojapatni17","Doesn’t matter whether #NarendraModi or #RahulGandhi sits on the throne. What matters is how less corrupted they turn out to be!!
#LokSabhaElectionResults #AcceptTheVerdict",0,0,0,0,0,0,0,1,0,1,-0.4,0,"Negative"
61,"2019-05-22 17:39:50+00:00","saifperwez","On 23rd may #2019Elections result.

Like ❤️ for #RahulGandhi

Retweet 🔄 #NarendraModi

#ElectionResults2019 #Elections2019results #ModiAaRahaHai #rahul",0,1,0,0,0,0,0,0,0,0,0.75,1,"Postive"
62,"2019-05-22 17:39:19+00:00","modihetomumkinh","Great Leader Narendra Damodar Das Modi

#NarendraModi #Modi #aayegatomodihi #ATM #modiphirse #phirekbaarmodisarkar #jaiho https://t.co/HMpXc1Z7VO",0,0,0,0,0,0,0,1,0,1,0.75,1,"Postive"
63,"2019-05-22 17:38:44+00:00","Gud_Days","@ppbajpai If exit polls are so correct, Then how come ambani and adani are withdrawing their court cases against congress ? 🤔🤔
Sounds fishy.... 😂😂
#accepttheverdict #NarendraModi",1,1,1,1,0,0,0,1,0,0,0,0,"Neutral"
64,"2019-05-22 17:36:34+00:00","simantabh","The most common question ""Kitna Deti Hai?""-  for Mileage, being temporarily replaced by ""Kitna Majority Milega?  Abki Baar, Mazboot Sarkar...Jai Hind  #LokSabhaElections2019 #VerdictWithTimes #BJP #ModiHiAayega #NarendraModi #PiyushGoyal #SushmaSwaraj #IndiaElections",0,0,0,0,1,0,0,1,0,2,0.25,1,"Postive"
65,"2019-05-22 17:34:46+00:00","pkm1999","@kishkindha 1) Either @INCIndia is winning &gt; 50 Seats in #UttarPradesh  due to the efforts of #priyankagandhi or  2)  Industrialists  have realized  that #NarendraModi  is there to stay longtime. No point giving importance to the media houses.. #AnilAmbani    #Congress #CBI #ExitPolls #NDA",0,2,2,0,1,1,1,2,0,3,1.5,1,"Postive"
66,"2019-05-22 17:33:56+00:00","ZubairNazirWani","It is more honorable to be raised to a throne than to be born to one. Fortune bestows the one, merit obtains the other....!!

#worthy #narendramodi #ascend #throne #again #celebrations #tomorrow",0,2,0,0,1,0,1,5,0,5,3.1,1,"Postive"
67,"2019-05-22 17:32:27+00:00","ricky_rockess","The time has come. More people than we can think will be liberated tomorrow. 
India will traverse a new path to development and glory. Generations will thrive based on the results of tomorrow. Best of luck
#CountingDay
#OppositionVsIndia
#NarendraModi #BJP #NDA #Namo_Again #May23",0,4,0,0,2,0,1,1,0,2,5.25,1,"Postive"
68,"2019-05-22 17:29:19+00:00","dakshiniillish","Tomorrow will be a sad day! #ModiAaRahaHai #CountingDay #NarendraModi https://t.co/DZCInoECq8",0,1,0,0,0,0,0,0,0,0,-0.5,0,"Negative"
69,"2019-05-22 17:27:26+00:00","PGanguly5","Tomorrow is the day to Re-MODI-fy ourselves 😊😁😀 #BJP #NarendraModi #NaMoAgain2019 #ModiHiAayega #ModiAgain",0,1,0,0,0,0,0,0,0,0,0,0,"Neutral"
70,"2019-05-22 17:26:01+00:00","BiBrokerSurfer","India's Modi set to return to power with a bigger majority, exit polls show https://t.co/vhv3YztFmq

@narendramodi #NarendraModi #IndiaElections2019 #NDA #India",0,0,0,0,1,0,0,2,0,1,0.25,1,"Postive"
71,"2019-05-22 17:25:14+00:00","pkm1999","@shahid_siddiqui @balakv1970 How come #Narendramodi is so powerful that he has been successful in compromising all Institutions but not able to influence the weak politicians &amp; weak journalists hanging all around ???? If he had such power to hypnotize , the whole Nation would have been dancing to his tunes..",2,2,2,2,2,1,0,3,2,3,0.75,1,"Postive"
72,"2019-05-22 17:14:03+00:00","Gud_Days","@AmitShah @BJP4India If exit polls are so correct, Then how come ambani and adani are withdrawing their court cases against congress ? 🤔🤔
Sounds fishy.... 😂😂
#accepttheverdict #NarendraModi",1,1,1,1,0,0,0,1,0,0,0,0,"Neutral"
73,"2019-05-22 17:12:03+00:00","INCdilse","@MooreChristmas @sdsanddunes Our PM can keep quiet on #PulwamaAttack because noone in the media will dare to question him lest they become jobless.

Two prominent news anchors lost their jobs for exposing #NarendraModi's sham governance n no media owner will employ them lest govt make their lives hell!",2,1,2,1,0,3,0,2,3,2,-2.5,0,"Negative"
74,"2019-05-22 17:11:40+00:00","sachin_kamte","How i voted #bjp
Before voting closed my eyes. Said in my mind ""bharat mata ki jai"" and it reminded me of #NarendraModi . No one can bring out ""deshbhakti"" in you other then #namo so voted for better #india

So now #Namo_Again 
Dont blame #evm we have actually voted him. #JaiHind",1,0,1,0,0,0,0,0,1,0,0.05,1,"Postive"
75,"2019-05-22 17:07:16+00:00","amitraj87","While Mr Modi and other netas of BJP became Chowkidar's but now it seems as if the LOOSER'S have become Chowkidar's of guarding strong rooms. #ChowkidarChorHai #AbkiBaar300Paar #Namo_Again #EVMHacking #NarendraModi #IndiaElections2019 #ExitPoll2019 #AbHogaNYAY #RahulGandhi",0,0,0,0,0,0,0,0,0,0,0.5,1,"Postive"
76,"2019-05-22 17:06:00+00:00","PistorRalph","""Lama Zopa &amp; FPMT promoted/protected this Dagri Rinpoche. Woman on video bravely speaks out about her molestation by Dagri Rinpoche. Shame! Why is FPMT silent?

https://t.co/qXgp1wMJGn

#NarendraModi #Indians #Indian #Mumbai #Lucknow #Kerala #Karnataka #Delhi #Chennai "" https://t.co/qCj2OQyxKp",1,0,2,2,0,2,0,0,2,0,-0.5,0,"Negative"
77,"2019-05-22 17:04:45+00:00","CHOUKSEYPAVAN","Namo Again with 350+
#cybermodi #NarendraModi @RampalSingh_BJP @bhopal_bjp4 @SadhviPragya_MP @narendramodi @ANIKETPANDEYBJP @BJP4MP @AmitShah @PankajTbjp @ShivrajDabi https://t.co/k5agEhwEhA",0,0,0,0,0,0,0,0,0,0,0,0,"Neutral"
78,"2019-05-22 17:03:19+00:00","Rashmimodi11","Tomorrow Result....😍
.
.
#EVMHacking
#Namo_Again #NaMo #NaMoForNewIndia #NarendraModi #NarendraModiJindabad #ElectionResults2019 #ElectionDay #ElectionsWithTimes #ModiAaGaya #ModiHiAayega https://t.co/VcOahn7TGC",0,2,0,0,0,0,0,0,0,0,0,0,"Neutral"
79,"2019-05-22 16:54:53+00:00","viki_im","@ZeeNewsHindi This is not right.. digvijay should not be there. Beawar #NarendraModi #BJP #ABPExitPoll2019 
He will try his level best to change #EVMs in their own favour.. they will spend any money to change result now. See Rahul tweet today. Kaam ho gaya hai.. @sudhirchaudhary 
@BJP4India",1,2,0,1,1,0,1,2,0,2,2.3,1,"Postive"
80,"2019-05-22 16:53:58+00:00","mountains_peace","No matter who wins or loses tomorrow, Sisodia will always remain handsome 😜

 #OppositionVsIndia #2019Elections #IndiaElections2019 #2019Elections #ModiAaneWalaHai #ModiHiAayega #ElectionsWithTimes #AbkiBaar300Paar #IndiaWithEC #BJP #NarendraModi #23rdMay",0,1,0,0,0,0,0,0,0,0,0.5,1,"Postive"
81,"2019-05-22 16:49:57+00:00","ashokepandit","I wish there would have been a way to show faces of d #AwardWapsiGang #TukdeTukdeTukdeGang. 
#KhanMarketGang 
#600signatories opposing @narendramodi on t.v screens tom 7 a.m onwards. It will be nice if few of them can send their selfies watching #NarendraModi’s grand victory.",0,1,0,0,1,0,0,2,0,1,2.55,1,"Postive"
82,"2019-05-22 16:44:53+00:00","INCdilse","@TimesNow Not just Pakistan but also Arab Muslims nations prefer #NarendraModi as India's PM
👇
India’s Modi authorized capture of runaway Dubai princess, newspaper claims https://t.co/oVCdhAHk7t 

#ModiScaresPak",0,0,0,0,0,1,0,1,2,3,-0.05,0,"Negative"
83,"2019-05-22 16:43:52+00:00","NisargThakor2","Request to shri Narendra Modi please visit again to Kayavarohan #BJP #Narendramodi #kayavarohan #LakulishBhagvan https://t.co/uwkqETQxGk",0,0,0,0,0,0,0,0,0,1,1.4,1,"Postive"
84,"2019-05-22 16:39:05+00:00","NotesRolling","Literate indeed... 👨🏻‍🎓👩🏻‍🎓
Follow @rollingnotes.in for more
Image by Ponraj Krish from Pixabay
#werollyounote #rollingnotes #kerala #india #incredibleindia #south #southindia #southindianfood #tollywood #election #modi #literacy #swachbharat #fact #narendramodi #ElectionResults2019 https://t.co/IGX2By9ti9",0,0,0,0,0,0,0,1,0,0,0,0,"Neutral"
85,"2019-05-22 16:38:19+00:00","Harshil_Barot","#Namo_Again #NarendraModi
Narendra Modi Biography, Wiki, Age, Caste, Education, Family and More https://t.co/liP4mQm4ey",0,0,0,0,0,0,0,0,1,0,-0.25,0,"Negative"
86,"2019-05-22 16:37:56+00:00","maverickvarun","This two year old has his own mind. 

#NarendraModi #ElectionResults2019 #Elections2019 #ExitPoll2019Results #ExitPolls2019 #zapped #fromwhere https://t.co/eQ6dofRnhu",0,0,0,0,0,0,0,0,0,0,0.25,1,"Postive"
87,"2019-05-22 16:36:19+00:00","BhaktWine","From this trailer, I can say It is watchable.
I will watch it. 
#VivekOberoi is doing a good job. 
#NarendraModi

https://t.co/6WGxCT8PLJ",0,2,0,1,1,0,1,1,0,2,0.75,1,"Postive"
88,"2019-05-22 16:35:53+00:00","ravibhatia2901","#NarendraModi @IndiaToday, @aajtak  Even before being elected Modi has started lying. Manmohan Singh ji was PM from 2004 - 2014. It was Just five years ago. Modi refresh your memory.",1,0,1,0,0,0,0,0,1,0,0.3,1,"Postive"
