"X","Date","User","Tweet","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","sent.value","sent2.value","class"
19,"2019-05-22 20:54:12+00:00","Kumar95236423","All exit polls will go wrong, NDA will fall short of majority, almost 15 to 20 seats short 
BJP 225  NDA 255 
Rahul Ji put efforts to form non bjp government! 
Chance for Congress and other to form government! 
#RahulGandhi #PriyankaGandhiVadra #ExitPoll2019Results #kamalna",0,0,1,1,1,1,1,2,3,1,-0.75,0,"Negative"
20,"2019-05-22 20:52:44+00:00","ramchandani2000","#RahulGandhi can count upto 10",0,0,0,0,0,0,0,1,0,1,0,0,"Neutral"
21,"2019-05-22 20:47:58+00:00","FateMaximum","Next PM
#LokSabhaElections2019 #May23WithTimesNow #accepttheverdict #Namo_Again #APElections2019 #ModiAaRahaHai #RahulGandhi #modi
#ElectionResults2019 #ElectionsWithNews18 #ElectionResults2019 #LokSabhaEelctions2019 
#Verdict2019 #ModiHiAayega #Congress #CongressMuktBharat #Modi",0,0,1,1,0,0,0,1,0,0,0,0,"Neutral"
22,"2019-05-22 20:37:13+00:00","azherhusain","@Shivashishsen21 We are winning bhai.! Relax. 
 UPA will touch 220 seats. BJP will bite the dust. 
The undercurrent will be a tsunami tommorow that will drown the fake Chowkidaars.
Inshallah. 

#RahulGandhi #RG4PM #RahulGandhiForPM",0,1,1,1,1,2,1,1,4,1,-1.6,0,"Negative"
23,"2019-05-22 20:28:58+00:00","ramanmehlawat10","Hahahahahaha this is hilarious #ElectionResults2019 #modi #RahulGandhi https://t.co/uqaWXaDrjt",0,0,0,0,1,0,1,0,0,1,1,1,"Postive"
24,"2019-05-22 20:26:53+00:00","DrArifIkbal","Whom do you want as a PM?
#NarendraModi #RahulGandhi #BJP #Congress #ExitPoll2019 #Elections2019 #ElectionResults2019 #ElectionResults #ElectionResults2019counting #modi #Rahul",0,0,1,0,0,0,0,1,0,0,0,0,"Neutral"
25,"2019-05-22 20:25:02+00:00","IjasTweeter","It's been 5 Long Years of Hate Politics. Tomorrow shall be Modi's #EndGame.   #_रही_है_कांग्रेस #RahulGandhi #RG https://t.co/rpZYHzglOw",2,2,1,1,0,1,0,0,1,0,-0.75,0,"Negative"
26,"2019-05-22 20:24:05+00:00","chay_varun","Who will win
#ElectionResults2019
#ModiAaRahaHai #AcceptTheVerdict #2019Elections #INC #RahulGandhi",0,0,0,0,0,0,0,0,0,0,0.5,1,"Postive"
27,"2019-05-22 19:58:25+00:00","Iamvikascsingh","""priyanka ji"" How can any one trust on #Congress party. Because  your leader told in media, strike done by #congress government  time. But army told nothing done by #Congress time. Shame on  you#Congress And #RahulGandhi. You all just making full india. Now #ModiAaRahaHai .",1,1,2,2,0,1,0,3,3,2,-1.25,0,"Negative"
28,"2019-05-22 19:55:02+00:00","Javed_Gandhi","#RahulGandhi  to #MamataBanerjee : Didi, Not only #EVMs, even TV remotes have been hacked - whichever button we press, it shows a #NDA victory !!

.
.
.
.
.
.
.
.
.
#gapol #AbortionDebate #Alabama #BoycottAlabama #Arkansas #ARNews #government #California #alpolitics #copreps #BJP",0,1,0,1,1,0,0,1,1,1,-0.35,0,"Negative"
29,"2019-05-22 19:27:20+00:00","ArchitPrakash","Day of result.....
This was my first vote so I am more excited than 
than any politician who is electing....
We will humbly accept whoever comes in rule...
Best of luck to every voter who voted in this election.
#ElectionResults2019 #2019Elections #NarendraModi #RahulGandhi",1,4,0,1,3,1,3,3,1,4,4.2,1,"Postive"
30,"2019-05-22 19:26:01+00:00","ramchandani2000","BREAKING NEWS: election results will have no effect on #RahulGandhi 's bail. he will continue on bail till next election",0,1,0,0,0,0,0,1,0,1,0.05,1,"Postive"
31,"2019-05-22 19:17:18+00:00","Im_JEBIN","What will be the result today?
#UPA or #NDA ??
#RahulGandhi ji or #NarendraModi ji ?
#ElectionResults #ElectionResults2019 #Election2019Results #India #Election2019",0,1,0,0,0,0,0,0,0,0,0.25,1,"Postive"
32,"2019-05-22 19:10:38+00:00","Im_JEBIN","Who will be the next PM of India?
#RahulGandhi ji or #NarendraModi ji ?
#ElectionResults #ElectionResults2019 #Election2019Results #India #Election2019",0,0,0,0,0,0,0,0,0,0,0.25,1,"Postive"
33,"2019-05-22 19:08:30+00:00","JSAkhilINC","Do not sleep ... you have to admit sleeping this night #Electionresults #RahulGandhi @RahulGandhi @RGWayanadOffice @nsui",0,0,0,0,0,0,0,0,0,0,0.6,1,"Postive"
34,"2019-05-22 19:07:43+00:00","mail2mrityu","@RubikaLiyaquat @AajKaMowgli Congress will get in between 50-75 but #RahulGandhi loosing Amethi and @yadavakhilesh loosing Azamgad,",0,0,1,0,0,0,0,1,0,0,0,0,"Neutral"
35,"2019-05-22 19:04:06+00:00","lokesh0058","Sleepless Night...!!!
#ElectionResults2019 #Verdict2019 #LokSabhaElections2019 #LokSabhaEelctions2019 #indiannationalcongress
#BJP #AayegaToModiHi #INC @BJP4India @INCIndia #RahulGandhi #NarendraModi #AmitShah #ECI #Exitpoll",0,0,0,1,0,0,0,0,0,0,-1,0,"Negative"
36,"2019-05-22 18:59:44+00:00","Abimanyu_71298","Comment Your Choice 🔃  ♥️
#LokSabhaElections2019 
#ElectionResults2019
#Results2019 
#Elections2019results
#NarendraModi
#RahulGandhi https://t.co/8PQVj9nUkD",0,0,0,0,0,0,0,0,0,1,0.65,1,"Postive"
37,"2019-05-22 18:58:02+00:00","BrochureLive","Last before the #ElectionResults2019 

Who's going to be our next #PrimeMinister ?

Like #RahulGandhi

ReTweet #NarendraModi 

#Namo_Again #NaMoForNewIndia #NaMo #UPA #BJP #Congress https://t.co/oqMv81oT5x",0,0,1,0,0,0,0,1,0,0,0.5,1,"Postive"
38,"2019-05-22 18:55:14+00:00","seethaguru","@RahulGandhi 
#primeministerrahul
#RahulGandhi 
congratulation u must win 
but this time u most watching youth job and stop corruption
we want
#withoutcorruptionindia",1,2,1,1,1,0,1,0,1,2,0.25,1,"Postive"
39,"2019-05-22 18:49:23+00:00","mund_raj","@ndtvfeed @ndtv Do anyone know definition of ""Crying""...
Then notice this ...isko Rona kehte he..#RahulGandhi",0,0,0,0,0,1,0,0,1,0,-0.5,0,"Negative"
40,"2019-05-22 18:48:03+00:00","ramchandani2000","#RahulGandhi cancelled his LONDON trip as he has to file INCOMETAX RETURN",0,0,0,0,0,0,1,0,0,0,-0.8,0,"Negative"
41,"2019-05-22 18:44:37+00:00","varoun3883","#AmitShah treating #RahulGandhi https://t.co/M4qoxnq0x8",0,0,0,0,0,0,0,0,0,0,0,0,"Neutral"
42,"2019-05-22 18:39:40+00:00","Ferraodesigns","How is it A THING if a leader of a political party..expressess a wish to be PM? isn't that the ultimate aim of anyone at the helm of a party?? #Mayawati #MamataBanerjee #RahulGandhi #NarendraModi",0,1,0,0,0,1,0,1,0,1,1.05,1,"Postive"
43,"2019-05-22 18:32:36+00:00","Prashanthbmw","If #BJP alone gets majority or #NDA get 300+ seats, Credit goes to
#RahulGandhi
RahulGandhi's speech writers
#SamPitroda

#ElectionResults2019",0,0,0,0,1,0,0,2,0,3,0.3,1,"Postive"
44,"2019-05-22 18:31:00+00:00","prashant_nehru","@Supriya23bh Whole India will say- ""hum to thehre congressi modi ko bhagayenge""
#RahulGandhi",0,0,0,0,0,0,0,0,0,0,0,0,"Neutral"
45,"2019-05-22 18:29:24+00:00","chauhanpreeti72","Next Prime Minister of India:

Like: Narendra Modi
Retweet: Rahul Gandhi

#Electionresult2019 
#NarendraModi 
#RahulGandhi",0,0,0,0,0,0,0,0,0,1,0.6,1,"Postive"
46,"2019-05-22 18:29:17+00:00","TheVadodara","#Tpov_ : Your reaction, if rahulgandhi becomes the next Prime Minister ?

#RahulGandhi #LokSabhaElections2019 #Vadodara #Congress https://t.co/OpmGeOl4OT",0,0,1,0,0,0,0,1,0,1,0.1,1,"Postive"
47,"2019-05-22 18:24:23+00:00","Ranjitism","This scumbag knows that he is allowed by Eco System to make fun of Modi, Manmohan and everyone who came before except राजमाता #SoniaGandhi &amp;  राजकुमार #RahulGandhi &amp; if he dared to do so hos next 2 generations will be out of job. https://t.co/d4Xp8KVnd8",0,1,0,0,1,0,0,1,0,2,0.15,1,"Postive"
48,"2019-05-22 18:22:48+00:00","kartikkhera4","One Last Final poll Whom You Want As PM of our Country? 

Like - Rahul Gandhi 
RT - Narendra Modi 

#AskPradip 
#Election2019Results 
#NarendraModi 
#rahulgandhi https://t.co/bQCehQN6e6",0,0,0,0,0,0,0,1,0,0,0.75,1,"Postive"
49,"2019-05-22 18:18:41+00:00","as110895","Who will win ? #Elections2019results #23rdMay #ElectionResults #2019Elections #PMQs #CountingDay #rahulgandhi #Namo_Again #ElectionResults2019 #EVMHacking",0,0,0,0,0,0,0,0,0,0,0.75,1,"Postive"
50,"2019-05-22 18:16:26+00:00","POLLSOCIAL","Who will be next PM of india??

#NarendraModi #AyegaToModiHi #ModiAaRahaHai
#accepttheverdict 
#RahulGandhi #Congress #ElectionResults2019 #EleccionesParlamentDM

#NDA 
#UPA",0,0,1,0,0,0,0,1,0,0,0,0,"Neutral"
51,"2019-05-22 18:11:30+00:00","abhiitsnow","How many seats #NDA will win tomorrow ?

#ElectionResults2019 #elections2019 #ElectionsWithTimes #Electionswithndtv #ElectionsWithNews18 #NDA #UPA #BJP #Congress #NarendraModi #RahulGandhi #MahaGathbandhan",0,1,1,0,0,0,0,1,0,0,0.5,1,"Postive"
52,"2019-05-22 18:07:02+00:00","imKangkanSarma","Who Will Win Tomorrow?

RT 🔃 For #RahulGandhi

Like ❤️ For #NarendraModi.

#CountingDay #ElectionResults2019 #LokSabhaElections2019 https://t.co/CnY9MRyqzT",0,1,0,0,0,0,0,0,0,0,1,1,"Postive"
53,"2019-05-22 18:06:02+00:00","dfan_boy","Who will be the Next #PrimeMinister of India ??

#ElectionResults2019 #Results2019 #Congress #BJP #Modi #RahulGandhi",0,0,1,0,0,0,0,1,0,0,0.25,1,"Postive"
54,"2019-05-22 18:04:22+00:00","viramit","Rahul Gandhi will resign from congress President post. #Elections2019 #ElectionResults2019 #2019Elections #narendramodi #rahulgandhi #india 

Who is the right person to lead congress? #savecongress #congress #BJP #GanndhiBhagaoCongressBachao",1,0,2,1,0,1,0,2,1,2,0.55,1,"Postive"
55,"2019-05-22 18:04:10+00:00","abhiitsnow","Who is willing tomorrow #NarendraModi, #RahulGandhi
Or #MahaGathbandhan ?

#ElectionResults2019 #elections2019 #ElectionsWithTimes #Electionswithndtv #ElectionsWithNews18 #NDA #UPA #BJP #Congress",0,1,1,0,0,0,0,1,0,0,0.8,1,"Postive"
56,"2019-05-22 18:02:15+00:00","thesushant","@RatanSharda55 This level of expectation from some one like #RahulGandhi is actually an over expectation.

He is doing what best he can do as per his level i.e. #gutterlevel",0,1,0,0,0,0,0,1,0,2,1.65,1,"Postive"
57,"2019-05-22 18:02:06+00:00","RoopaThakur5","Which party will win elections #NDA #UPA #election #BJPseDemocracyBachao #BJP_भगाओ_देश_बचाओ #RahulGandhi #NDAMeeting #RemainVoter",0,0,0,0,0,0,0,0,0,0,0.5,1,"Postive"
58,"2019-05-22 18:00:20+00:00","pradpant","Everyone is Doing their Exit Polls .Let do a Twitter Exit Poll. Choose Wisely :). #ElectionResults2019 #ArnabOnMay23 #ElectionAlert #Elections2019 #ExitPoll2019 #ExitPolls #BREAKING  #NarendraModi #RahulGandhi #India #OpIndia #Trending #BJP #NDA #UPA #Electionsresults2019",0,0,0,0,0,0,0,1,0,0,0.3,1,"Postive"
59,"2019-05-22 17:59:18+00:00","Shamseerchirak1","Do or die 
The hands of #RahulGandhi 
The magic power will you can see at tommarow 24may
#RahulGandhi #Congress 
One of the best menfisto ever seen in India,and ur name will be written in golden letters in the mind of Indians.",0,0,1,1,0,1,0,1,1,0,0.6,1,"Postive"
60,"2019-05-22 17:55:33+00:00","rachitforever","Pinch me if this happens for real! 😳 🤐 #ElectionResults2019 #Namo_Again #CountingDay #RahulGandhi #NDTV #aajtak #PriyankaGandhi #मोदी #toi https://t.co/Bci0th35hE",0,0,0,0,0,0,0,1,0,1,0.25,1,"Postive"
61,"2019-05-22 17:54:16+00:00","nishantpuri10","#ElectionResults2019 #modi #rahulgandhi #pm WHO WILL WIN",0,0,0,0,0,0,0,0,0,0,0.5,1,"Postive"
62,"2019-05-22 17:47:21+00:00","ManjushaBhamare","What do you think, ""Ab ki baar 300 par"" ? 
#NarendraModi #PMNarendraModi #RahulGandhi",0,0,0,0,0,0,0,0,0,0,0,0,"Neutral"
63,"2019-05-22 17:47:07+00:00","divudivu1818","Who will win PM seat parliament election #Modi #RahulGandhi
#ElectionResults2019",0,0,0,0,0,0,0,1,0,0,0.5,1,"Postive"
64,"2019-05-22 17:45:05+00:00","TruthTeller0019","Let this great man be our PM..
Let us pray for it..
Waiting for it...
#RahulGandhi https://t.co/f2aofPYAkt",0,1,0,1,1,0,1,1,0,1,0.6,1,"Postive"
65,"2019-05-22 17:45:00+00:00","imsaivenky007","May 22

#CBI gives clean chit to #Mulayam and #AkileshYadav.

#AnilAmbani withdraws defamation case against #RahulGandhi.

#Adani is also planning to withdraw the defamation against #Congress.

May 23 - #ElectionResults2019 #LokSabhaElections2019 #Namo_Again",0,1,2,2,1,2,0,3,3,2,-0.3,0,"Negative"
66,"2019-05-22 17:44:40+00:00","Neerajkumar230","Who will win?? #2019Elections #accepttheverdict #modi #RahulGandhi #ModiAaRahaHai #ModiHiAayega 🇮🇳❤🤔😄??",0,0,0,0,0,0,0,0,0,0,0.5,1,"Postive"
67,"2019-05-22 17:43:15+00:00","Dailyaddaa","Exit Polls Are Fake Don't Be Afraid Of It: Rahul Gandhi
#ResultsWithdailyaddaa #RahulGandhi 
https://t.co/SbCjWGOF2D",0,0,0,1,0,0,0,0,2,0,-1.5,0,"Negative"
68,"2019-05-22 17:42:13+00:00","poojapatni17","Doesn’t matter whether #NarendraModi or #RahulGandhi sits on the throne. What matters is how less corrupted they turn out to be!!
#LokSabhaElectionResults #AcceptTheVerdict",0,0,0,0,0,0,0,1,0,1,-0.4,0,"Negative"
69,"2019-05-22 17:41:56+00:00","mrsumityadav","Tomorrow history gonna repeat itself.
Modi back again😎😎
#PMO #Chowkidarnarendramodi #modisarkar #ModiAaneWalaHai #ModiAgain #RahulGandhi",0,1,0,0,0,0,0,0,0,0,0,0,"Neutral"
70,"2019-05-22 17:41:48+00:00","suhailpoyil","waiting polling results
#LoksabhaElection2019 #LokSabhaElections2019 #Live #Updates #TeamIndia #RahulGandhi #Congress https://t.co/9RgXl03hgq",0,0,1,0,0,0,0,1,0,0,0.25,1,"Postive"
71,"2019-05-22 17:39:50+00:00","saifperwez","On 23rd may #2019Elections result.

Like ❤️ for #RahulGandhi

Retweet 🔄 #NarendraModi

#ElectionResults2019 #Elections2019results #ModiAaRahaHai #rahul",0,1,0,0,0,0,0,0,0,0,0.75,1,"Postive"
72,"2019-05-22 17:22:33+00:00","ramchandani2000","#RahulGandhi will not take bath in GANGA till #Kejriwal certifies it CLEAN",0,0,0,0,1,0,0,1,0,2,1.15,1,"Postive"
73,"2019-05-22 17:20:53+00:00","SaumyaTalking","Final Verdict..  
It's either 289 for NDA,  or 204... 
+/- 10.... 

Picture will be clear in 15 hours..  Till then.  Good night 🌃..
#LokSabhaElections2019 
#loksabhaelectionresults 
#Modi 
#Congress 
#RahulGandhi",0,1,1,1,1,0,1,2,0,1,1.25,1,"Postive"
74,"2019-05-22 17:09:28+00:00","VNeerathilingam","Who is our next PM?

#Namo_Again #ElectionResults2019 #May23 #BJP #RahulGandhi",0,0,0,0,0,0,0,0,0,0,0,0,"Neutral"
75,"2019-05-22 17:07:39+00:00","Reyazmra","#ElectionResults2019 #LokSabhaElections2019 #CWC19 #Namo_Again #Congress 
#VerdictWithTimes #Electionswithndtv #Modi #RahulGandhi #EVM
Who Will win

Vote and retweet",1,1,1,0,1,1,1,2,1,1,0.5,1,"Postive"
76,"2019-05-22 17:07:16+00:00","amitraj87","While Mr Modi and other netas of BJP became Chowkidar's but now it seems as if the LOOSER'S have become Chowkidar's of guarding strong rooms. #ChowkidarChorHai #AbkiBaar300Paar #Namo_Again #EVMHacking #NarendraModi #IndiaElections2019 #ExitPoll2019 #AbHogaNYAY #RahulGandhi",0,0,0,0,0,0,0,0,0,0,0.5,1,"Postive"
77,"2019-05-22 17:03:51+00:00","bejnarendra","#RahulGandhi  what happen .. you do. Not have any answer .......... Mr. Fake @dna  @ZeeNews #OppositionVsIndia",0,1,0,0,0,0,0,0,1,0,-0.75,0,"Negative"
78,"2019-05-22 17:02:25+00:00","AstendNews","Remarks against PM Modi: Court reserves order on complaint seeking FIR against Rahul Gandhi - https://t.co/Wtxwo40hqn
#FIR #Congress #RahulGandhi #Namo_Again  #ElectionResults2019 https://t.co/OKNhRFQKsD",2,1,1,1,0,0,0,1,1,0,-0.75,0,"Negative"
79,"2019-05-22 16:59:50+00:00","VasuChinna1506","Any doubt, EC is correpted and supporting to BJP. What elese is required to prove. EC didn't accept any single complaint from opposition. This is enough for prvoe it #TV9, #RahulGandhi, #Congress #TDP https://t.co/yYcVasN0FV",2,0,1,1,0,1,0,3,3,2,0.1,1,"Postive"
80,"2019-05-22 16:53:53+00:00","thesushant","@drshamamohd @maryashakil Marya Shakil is from North India, hope Shama Mohd not comparing her literacy with #RahulGandhi's 🙃🙃🙃",0,1,0,0,1,0,1,1,0,1,0.5,1,"Postive"
81,"2019-05-22 16:40:58+00:00","drsonaljha","@drkafeelkhan @narendramodi Sir #AyegaTohModiHi ..#RahulGandhi enroute Thailand",0,0,0,0,0,0,0,1,0,1,0.25,1,"Postive"
82,"2019-05-22 16:35:35+00:00","ramchandani2000","#RahulGandhi takes bath before going to IFTAAR PARTY",0,0,0,0,0,0,0,0,0,1,0.4,1,"Postive"
83,"2019-05-22 16:33:32+00:00","xngelo","#Congress is doomed as a poor contender. Congress needs resurrection without #rahulgandhi #PriyankaGandhiVadra #SoniaGandhi. 
@INCChandigarh @INCIndia @CongressSevadal @INCDelhi @INCMinority @INCIndiaLive https://t.co/NWfqbQfz7J 
#CongressMuktBharat @BJP4India @narendramodi",0,0,1,1,0,1,0,1,1,0,-1.5,0,"Negative"
84,"2019-05-22 16:30:38+00:00","Amitpagi1","This is epic #ExitPoll2019 #NarendraModi #RahulGandhi #Aajtak #ZeeNews @chitraaum @sudhirchaudhary @SushantBSinha @BJP4India @anjanaomkashyap @sardanarohit @SrBachchan https://t.co/E6l3wtm5if",0,0,0,0,0,0,0,0,0,1,0.8,1,"Postive"
85,"2019-05-22 16:29:20+00:00","ramchandani2000","gandhiji practised celebasy from 35 years. #RahulGandhi is bal brahmachari",0,0,0,0,0,0,0,0,0,0,0,0,"Neutral"
86,"2019-05-22 16:17:32+00:00","ModiFied_Dream","The last emperor who never ruled.. End of dynasty #RahulGandhi #RahulNowLiability https://t.co/w04xi3PlIG",0,0,0,0,0,0,0,0,0,0,0,0,"Neutral"
87,"2019-05-22 16:00:57+00:00","expertiasacadem","Follow- #expert_ias_academy 
#europe #edits #upscpathshala #upscale #upscaspirants #upsccoaching #upscexam #upscexam #upscexam #upsc #upscexam #upscmeme #rochaktathya #qatar #quotes #rahulgandhi ##russia #rajsthan… https://t.co/ujLietDUqM",0,0,0,0,0,0,0,0,0,0,0.15,1,"Postive"
88,"2019-05-22 15:59:28+00:00","maximus81183","@republic #MahaGathbandhan reminds of the student who didn't study the whole year, but, ends up crying post exam, that the paper was tough. Grow up, #rahulgandhi, and stop being a cry baby. If EVM is faulty, then you shd also forfeit the states won in the assemblyelection",1,1,0,0,2,4,0,1,5,3,-0.5,0,"Negative"
89,"2019-05-22 15:48:51+00:00","JKV71","#bjp #RahulGandhi  It appears BJP wants to delay vote counting process once started...Cong+Mahagatbandhan should reinforce its own workers &amp; ask them to stay there for long, be alert and cross-check/verify the total no. of votes for each EVM box once counting process starts....",2,2,1,1,1,2,1,1,2,1,-1,0,"Negative"
90,"2019-05-22 15:48:39+00:00","FaisalAhemed9","#Namo_Again

Who will be a great leader among the people and who will make a great india among the world🇮🇳🌍
#ElectionResults2019 #EVMs
#ExitPoll2019 #AskPradip #RahulGandhi #ModiAaneWalaHai

R. T-Rahul ji- 🔃🔃🔃🔃🔃🔃🔃

Like-modi ji-❤️❤️❤️❤️❤️❤️❤️ https://t.co/ArYCDr0sDT",0,0,0,0,0,0,0,1,0,1,0.75,1,"Postive"
91,"2019-05-22 15:47:48+00:00","MadCapProf","#RahulGandhi basically saying ""All iz Well"". #LoksabhaElections2019
#ExitPoll2019 @ndtvfeed https://t.co/PgbYrPgyWq

",0,0,0,0,0,0,0,0,0,0,0.8,1,"Postive"
92,"2019-05-22 15:47:46+00:00","Mishra_Suprakas","#Election2019 - ""Don't Be Afraid"": #RahulGandhi's #Message To Party On ""#Fake #ExitPoll "" https://t.co/kEydvqnIn4 @ndtv #ExitPoll2019 #ExitPolls2019 #ElectionResults2019 #RahulGandhiInterview #RahulGandhiAssetOfIndia #rahulgandhitoindiatoday",0,0,0,1,0,0,0,0,2,0,-1.5,0,"Negative"
93,"2019-05-22 15:43:46+00:00","atanu4ever","If the hochpoch opposition parties #accepttheverdict, that would be obituaries to many so called great politicians of #India. Of course #RahulGandhi is exempted because he never had a future ever! #LokSabhaElections2019",1,0,0,0,0,0,0,0,1,0,0,0,"Neutral"
94,"2019-05-22 15:40:00+00:00","bengaluruputra","@ashoswai Becoz they are not Ch***yas like you who still run the propoganda and trying to a narrative that #RahulGandhi fate will change. No matter what it is ...it is written on his forehead that #BJP will win and moron like will die out of dilemma
#AbkiBaar300Paar #AayegaToModiHi",0,1,0,2,0,1,0,0,3,0,-1.25,0,"Negative"
95,"2019-05-22 15:38:16+00:00","KUKIL14","The winning margin of Amethi Lok Sabha seat will be below 65000
#LokSabhaEelctions2019 #rahulgandhi #smritiirani",0,1,1,0,1,2,1,1,1,1,0.75,1,"Postive"
96,"2019-05-22 15:22:19+00:00","youdle","The utter failure of #Kejriwal #RahulGandhi #ChandraBabuNaidu #AkhileshYadav #Mayawati #MamataBanerjee and the opposition that make a hue and cry of the #EVMHacking should work towards 2024 now.
#EVMs #EVMBahanaBrigade #LokSabhaElections2019 #ModiAaGaya #ModiAgain #PMNarendraModi https://t.co/lGvvZAlUQz",1,0,1,1,0,2,0,0,3,0,-1.75,0,"Negative"
